feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target,target_name
-1.4294182812971141,1.3488912689696595,0.16903724827881042,1.1383100310016396,-0.7619341202519883,-1.1951701681945304,0.3715283105462448,1.7219751502073595,-0.5172992898242693,-2.4654939933130136,-2.3929548693126113,1.6669543664599575,2.0405720998540016,-0.5622108694639689,-0.9521711853438958,-0.943494375096067,-0.5423190856848674,-0.7071169407029319,-1.9138548359912608,-1.5512504180455013,0,class_0
3.836429953201999,1.1046820894019327,12.654876152841188,-1.21497900723034,2.401924082623937,-5.126704162670356,1.1196590172720504,-3.6981199799737547,-16.991746618635545,1.7368727731524258,-1.0433685195209854,-12.195649397649518,-1.7221667600144972,1.1909873013504704,-9.883038104762099,-1.5552585043429348,-1.6957194907004491,-4.306924871031484,-4.076194573672533,-0.9469103206360857,0,class_0
-3.4300529892640768,2.9772902611344563,3.121571793431678,4.056484966018193,-2.6948992056866405,0.3675419848500784,-2.6572639591207747,-0.792695140547642,4.832707308305277,-1.4556817265935151,1.1521703994640888,8.668259508523638,1.8239401582139996,-1.0220262514152014,1.3833064588355708,0.250503855741675,0.2987552795742291,-0.9742814788970773,4.346858567075225,2.5107323530516052,1,class_1
-6.597787786378703,7.236327044347765,10.292548601270799,7.148172511285662,-6.324149446798577,0.19976823290424006,-2.070305483616496,3.7425568783044865,10.566961582712075,0.299287147941539,4.650664938683172,11.49538880810569,-0.9959820999897645,-3.3942225485179804,-1.099929111593387,2.9198914980691875,-0.984427920527556,-3.3359615925822372,11.09262519357056,6.7010219132456195,2,class_2
-3.207447741706389,-5.5624511121785805,-1.4624797150723872,-3.000585838963838,-2.3360091699420034,-1.7739399841958718,5.008250789288686,-6.480817108032117,4.7850937933195175,-0.3938585671692143,-0.25674543195203725,1.5991541198107493,2.06787983501943,0.5659434700630506,0.11312613776239644,-0.493271093051326,-1.3764734410914066,3.132192375916172,2.7475904713187274,1.1605241726781426,1,class_1
0.5292452936597736,-1.8283887270028898,8.2402316890463,4.731556953921101,-3.573101083609679,-1.6831174924658243,-0.5882448445892235,-1.8337082155431226,-2.586109171343833,0.7903916101860035,-3.1379688547797038,-4.0788677586043285,-2.4014471883564905,0.6230361250687393,-0.9488936201776482,-2.8287777214034495,0.47517515689408685,2.3122322553405215,-7.876463172336209,-4.381999192643033,2,class_2
-0.3811104301181498,1.121102411088533,-1.4726144028616126,1.7802046773637175,0.7578605623836694,-1.1330889341876813,0.4073119372556009,0.7921619236976594,-1.6399524989708103,-0.28593314473347575,0.5092845821249705,-2.9368439768063923,-2.6342971557649295,1.10738987893101,-0.03235643522966114,-2.191144877762432,1.1650994130651908,-1.032537399938844,-2.779004901605685,2.6436252341484723,0,class_0
-2.3011266437945608,-1.0226219669661119,8.162498745060004,4.047943590958716,1.332860995534399,-2.4313755396441845,-5.529980867874708,2.3440183213144246,-9.36592036466876,0.49764481186339266,-0.06596274254733447,-11.505957631422765,0.15040013166683464,0.9826000324058037,-9.15793426024942,-1.489222058341058,-1.5854006369390417,1.5132437383951154,0.04946344516081547,1.685337686045985,2,class_2
-1.674132225263719,-1.7449855547087298,-5.831643472921249,1.7931328712606076,3.2752183657238865,1.2962562188923574,-3.6256870766246445,1.7279245600855027,3.28867883382193,-0.02152099458265692,-0.43178514189634387,0.6358990772014392,-1.4216575061842907,-0.6506647437758999,4.309538904744089,-0.9990211836123499,-1.3120488770737155,0.8604546417266896,0.7356008569510644,3.4734652046065047,0,class_0
-0.27207396943008844,1.5238821549545638,-3.339534888955418,-0.5053986871067091,0.8479478969306724,1.6166746357523731,-0.14803876510957814,-2.578555562550052,-2.3030488567010376,0.4964009969786951,0.5691248020539217,1.5492521424703956,-0.03067286676460501,-0.2978559802047813,-0.2743625975024211,-3.8921170437760066,1.1104459441892987,-1.4266602215946527,-2.883655486922468,2.90525601381448,1,class_1
