trust_score,label,pred_proba_max,label_error_prob,class_noise_rate
0.9941905950770377,0,0.9965831681403309,0.0034168318596691227,0.11434527264707262
0.36970263931244735,0,0.6292873139983997,0.37071268600160034,0.11434527264707262
0.9974373190886391,0,0.9984927458319363,0.001507254168063743,0.11434527264707262
0.9602693095415501,0,0.9766321868134054,0.023367813186594644,0.11434527264707262
0.6486332946093762,0,0.7933418363281691,0.20665816367183087,0.11434527264707262
0.9980767849548254,0,0.9988688510223525,0.0011311489776475447,0.11434527264707262
0.9588261621043448,0,0.975783392107746,0.024216607892253994,0.11434527264707262
0.5734207429640064,1,0.8373284648434904,0.16267153515650956,0.2475576919073494
0.4145433309529658,1,0.743883884832323,0.25611611516767696,0.2475576919073494
0.5232454081249169,0,0.7195942957387365,0.28040570426126354,0.11434527264707262
0.7643869279545283,1,0.9496462243468627,0.050353775653137256,0.2475576919073494
0.8933194970932007,0,0.9372553048081289,0.06274469519187109,0.11434527264707262
0.3696390123092903,0,0.6292498914440408,0.37075010855595925,0.11434527264707262
0.37367303316104206,0,0.6316225218858184,0.36837747811418164,0.11434527264707262
0.9969803838878678,0,0.9982239970061093,0.0017760029938906907,0.11434527264707262
0.23754157417381844,1,0.6397793767458188,0.36022062325418125,0.2475576919073494
0.6135994235306048,0,0.772736482000685,0.227263517999315,0.11434527264707262
0.9989852833478625,0,0.9994031890991351,0.0005968109008649414,0.11434527264707262
0.8441524926688398,0,0.9083374742576014,0.09166252574239864,0.11434527264707262
0.9038486833744726,0,0.943448100734616,0.056551899265383954,0.11434527264707262
0.7617761630859414,1,0.9481106893481175,0.051889310651882514,0.2475576919073494
0.17372461095727998,0,0.514021812633154,0.48597818736684595,0.11434527264707262
0.20843380964854658,1,0.6226594929517715,0.3773405070482285,0.2475576919073494
0.9881907190929113,0,0.9930543097308245,0.006945690269175464,0.11434527264707262
0.484036286615919,0,0.696533246054968,0.303466753945032,0.11434527264707262
0.986508333792033,0,0.9920648060256243,0.007935193974375698,0.11434527264707262
0.9342623923874166,0,0.9613360826026675,0.03866391739733255,0.11434527264707262
0.9940215432650671,0,0.9964837394338221,0.003516260566177931,0.11434527264707262
0.16581138256614592,1,0.5975908897604332,0.4024091102395668,0.2475576919073494
0.5097368897602966,1,0.7998724738326352,0.20012752616736484,0.2475576919073494
0.8885919840249483,0,0.9344747932957091,0.06552520670429085,0.11434527264707262
0.8468340119592525,0,0.9099146238392363,0.09008537616076373,0.11434527264707262
0.9382196518785849,0,0.9636635654491386,0.03633643455086144,0.11434527264707262
0.7525779676570621,0,0.85447743889365,0.14552256110634998,0.11434527264707262
0.3202330830760568,1,0.6884148197710515,0.31158518022894854,0.2475576919073494
0.6451461940095424,1,0.879514163642486,0.12048583635751398,0.2475576919073494
0.9868030316682842,0,0.9922381341213423,0.007761865878657681,0.11434527264707262
0.4331572264432124,1,0.7548317447227962,0.24516825527720376,0.2475576919073494
0.8436885191632933,1,0.996287869568308,0.003712130431692051,0.2475576919073494
0.6286433716268089,0,0.7815846586783232,0.21841534132167684,0.11434527264707262
0.23176537841517425,0,0.5481587932773999,0.4518412067226001,0.11434527264707262
0.8446872905362895,0,0.9086520184176688,0.09134798158233115,0.11434527264707262
0.5407108651401251,0,0.7298666955395074,0.27013330446049255,0.11434527264707262
0.9036345837750237,0,0.9433221769365266,0.056677823063473354,0.11434527264707262
0.3765944010402734,0,0.6333407396681795,0.3666592603318205,0.11434527264707262
0.011804642950770747,1,0.507011021168113,0.49298897883188697,0.2475576919073494
0.9828094833149618,0,0.9898893077909854,0.010110692209014616,0.11434527264707262
0.12973509727314148,1,0.5763724340662179,0.42362756593378215,0.2475576919073494
0.9949791154977878,0,0.9970469405458262,0.00295305945417379,0.11434527264707262
0.9407559764452903,0,0.9651553179953805,0.03484468200461954,0.11434527264707262
0.9073694134955778,0,0.945518836551212,0.05448116344878795,0.11434527264707262
0.21150831589264643,0,0.536244496111318,0.46375550388868203,0.11434527264707262
0.47470640763740823,0,0.6910458289849986,0.30895417101500144,0.11434527264707262
0.5263906302909951,0,0.7214441745895486,0.27855582541045143,0.11434527264707262
0.8804865107722449,0,0.9297075168509117,0.07029248314908831,0.11434527264707262
0.4326502346979595,0,0.6663102711265239,0.33368972887347614,0.11434527264707262
0.9424628352417707,0,0.9661592159148933,0.03384078408510671,0.11434527264707262
0.4055010513500613,0,0.6503423370855651,0.3496576629144349,0.11434527264707262
0.9808355604819438,0,0.9887283347629693,0.011271665237030715,0.11434527264707262
0.6719802285944824,0,0.8070734575395915,0.19292654246040852,0.11434527264707262
0.4598919729831723,0,0.6823326418374652,0.3176673581625348,0.11434527264707262
0.9068045990408813,0,0.9451866379785183,0.05481336202148168,0.11434527264707262
0.3899988989359894,1,0.7294479488965109,0.2705520511034891,0.2475576919073494
0.4230203525159929,1,0.7488696893571829,0.2511303106428171,0.2475576919073494
0.9968267056655765,0,0.9981336103566977,0.0018663896433023242,0.11434527264707262
0.46686820412898666,1,0.7746590323890512,0.2253409676109488,0.2475576919073494
0.8223168317409465,0,0.8954947161912032,0.10450528380879676,0.11434527264707262
0.9557430525640823,0,0.9739700451223468,0.02602995487765325,0.11434527264707262
0.3790406649179043,1,0.7230028063018361,0.2769971936981639,0.2475576919073494
0.9909629177813516,0,0.9946847928742106,0.005315207125789367,0.11434527264707262
0.9976861457752407,0,0.9986390945477841,0.0013609054522158992,0.11434527264707262
0.9512087351942062,0,0.9713031626693774,0.02869683733062256,0.11434527264707262
0.8499999999999743,1,0.9999999999999845,1.554312234475219e-14,0.2475576919073494
0.25565623583075936,0,0.5622103258964666,0.4377896741035334,0.11434527264707262
0.8210450574224152,0,0.894746715480719,0.10525328451928095,0.11434527264707262
0.5426382900980962,1,0.8192236043516249,0.1807763956483751,0.2475576919073494
0.987364479772954,0,0.9925683527576787,0.00743164724232126,0.11434527264707262
0.9014267048391278,0,0.9420236014041786,0.05797639859582138,0.11434527264707262
0.33600051329147784,1,0.697688516237312,0.302311483762688,0.2475576919073494
0.49027734638295395,0,0.7002039579665811,0.2997960420334189,0.11434527264707262
0.6478603954142597,0,0.7928872516281514,0.20711274837184857,0.11434527264707262
0.9375724033373397,0,0.9632828828377218,0.03671711716227821,0.11434527264707262
0.9292805704083104,0,0.958405997975561,0.04159400202443897,0.11434527264707262
0.7164568548432604,1,0.9214559014111156,0.07854409858888445,0.2475576919073494
0.845070771536582,0,0.9088775647716849,0.09112243522831509,0.11434527264707262
0.8896647204011133,0,0.9351057288004144,0.06489427119958557,0.11434527264707262
0.995172780540807,0,0.9971608456527807,0.0028391543472192637,0.11434527264707262
0.9924258388186696,0,0.9955452175260937,0.0044547824739062936,0.11434527264707262
0.9766466662883692,0,0.9862646147559829,0.013735385244017073,0.11434527264707262
0.5312151232825709,0,0.7242817253505925,0.27571827464940746,0.11434527264707262
0.6901961104700453,1,0.9060105073952237,0.09398949260477629,0.2475576919073494
0.05441682370164824,1,0.5320735979260287,0.4679264020739713,0.2475576919073494
0.36409337537302394,0,0.6259881961039391,0.3740118038960609,0.11434527264707262
0.057588641490201674,1,0.5339391191311622,0.4660608808688378,0.2475576919073494
0.14416215789162695,1,0.5848577851505894,0.4151422148494106,0.2475576919073494
0.7120604253124347,0,0.8306468346588876,0.16935316534111244,0.11434527264707262
0.5222265729000554,0,0.7189950624778046,0.28100493752219535,0.11434527264707262
0.9405524447490616,0,0.9650356097647874,0.034964390235212583,0.11434527264707262
0.9135380810307699,0,0.9491469705934162,0.05085302940658376,0.11434527264707262
0.4551004632000833,1,0.7677377740750928,0.2322622259249072,0.2475576919073494
0.9841094998524074,0,0.9906539193100901,0.009346080689909941,0.11434527264707262
0.4159732260292811,1,0.7447248850926812,0.2552751149073188,0.2475576919073494
0.6396644947804931,0,0.7880667898466972,0.2119332101533028,0.11434527264707262
0.3210693335614122,0,0.6006833811111723,0.39931661888882775,0.11434527264707262
0.9966496020655571,0,0.9980294459489772,0.001970554051022755,0.11434527264707262
0.7754677884154283,0,0.8679402065723417,0.13205979342765828,0.11434527264707262
0.9621772244039385,0,0.977754336908603,0.022245663091396972,0.11434527264707262
0.8777325860627704,0,0.9280877816437361,0.07191221835626393,0.11434527264707262
0.5909029484720333,0,0.7593874316055617,0.24061256839443834,0.11434527264707262
0.9796489755802108,0,0.9880304386530909,0.011969561346909074,0.11434527264707262
0.776334489372296,0,0.868449961268649,0.13155003873135096,0.11434527264707262
0.9964917201711503,0,0.9979365868878466,0.0020634131121534116,0.11434527264707262
0.9843415041179526,0,0.9907903738310962,0.00920962616890375,0.11434527264707262
0.9236017318787847,0,0.9550659594224036,0.044934040577596424,0.11434527264707262
0.8399906289837196,0,0.9058896523853973,0.09411034761460269,0.11434527264707262
0.9893296254955027,0,0.9937241634823117,0.00627583651768826,0.11434527264707262
0.9685384405599683,0,0.9814957194282223,0.018504280571777665,0.11434527264707262
0.06244486562021979,1,0.5367953327270767,0.4632046672729233,0.2475576919073494
0.918121019123033,0,0.9518424495783014,0.04815755042169856,0.11434527264707262
0.766849615631582,0,0.8628713832194398,0.1371286167805602,0.11434527264707262
0.9055302272367974,0,0.9444371095433345,0.055562890456665515,0.11434527264707262
0.9958021503731339,0,0.9975310128081306,0.0024689871918693873,0.11434527264707262
0.279725117851234,1,0.6645898483693427,0.33541015163065735,0.2475576919073494
0.8399543543308452,1,0.9940916010110361,0.005908398988963892,0.2475576919073494
0.7996585054343184,0,0.8821681031838632,0.11783189681613682,0.11434527264707262
0.9988270794387425,0,0.9993101406433684,0.0006898593566315725,0.11434527264707262
0.846208184648743,0,0.9095465402366031,0.09045345976339692,0.11434527264707262
0.807977248526193,0,0.8870608153989074,0.11293918460109265,0.11434527264707262
0.9538932848970499,0,0.9728820946039176,0.027117905396082387,0.11434527264707262
0.967216937565688,0,0.9807184705372632,0.019281529462736757,0.11434527264707262
0.9140187145797232,0,0.9494296577265506,0.050570342273449365,0.11434527264707262
0.8954369820793645,0,0.9385007146666322,0.06149928533336779,0.11434527264707262
0.5869703143750332,1,0.8452977160656009,0.1547022839343991,0.2475576919073494
0.9841926108949943,0,0.990702801504044,0.009297198495956005,0.11434527264707262
0.9929262464225994,0,0.9958395348729823,0.004160465127017732,0.11434527264707262
0.9575686391560725,0,0.9750437734151431,0.024956226584856855,0.11434527264707262
0.991398108294074,0,0.9949407524481453,0.0050592475518547175,0.11434527264707262
0.9543993759950845,0,0.9731797547275604,0.026820245272439647,0.11434527264707262
0.8268994898779412,0,0.8981900305189345,0.10180996948106547,0.11434527264707262
0.7098171636130196,0,0.8293274485693003,0.1706725514306997,0.11434527264707262
0.9586749638197593,0,0.9756944640466536,0.02430553595334639,0.11434527264707262
0.9478485518402389,0,0.9693268532727328,0.030673146727267175,0.11434527264707262
0.9936401981092562,0,0.9962594492878978,0.0037405507121022197,0.11434527264707262
0.9973070519549811,0,0.9984161285366275,0.001583871463372466,0.11434527264707262
0.6926758578817735,0,0.819245700039887,0.18075429996011305,0.11434527264707262
0.39568267453844574,1,0.7327908912149088,0.2672091087850912,0.2475576919073494
0.9785406945766448,0,0.9873785973900587,0.012621402609941268,0.11434527264707262
0.9401323760406753,0,0.9647885441590847,0.03521145584091534,0.11434527264707262
0.9932988994901857,0,0.996058712721801,0.003941287278198979,0.11434527264707262
0.20834512108497236,0,0.5343840465574439,0.46561595344255613,0.11434527264707262
0.9990712783727883,0,0.9994537675223706,0.0005462324776294158,0.11434527264707262
0.9928865669137344,0,0.9958161971625173,0.004183802837482653,0.11434527264707262
0.0706128212371895,1,0.5415993585008887,0.4584006414991113,0.2475576919073494
0.975572020918373,0,0.9856325564665815,0.014367443533418456,0.11434527264707262
0.6407013198699975,0,0.7886766039405159,0.21132339605948414,0.11434527264707262
0.9976364851897042,0,0.9986098864149235,0.0013901135850764579,0.11434527264707262
0.544169102223791,0,0.7319006757496065,0.2680993242503935,0.11434527264707262
0.3315515378967815,0,0.6068485443606955,0.39315145563930454,0.11434527264707262
0.9940289590750097,0,0.9964881010811876,0.0035118989188124283,0.11434527264707262
0.6028894712640447,0,0.7664373676154456,0.23356263238455444,0.11434527264707262
0.943997008636362,0,0.9670615480130014,0.03293845198699863,0.11434527264707262
0.5479437702675394,0,0.7341207664822346,0.26587923351776543,0.11434527264707262
0.9991401983552267,0,0.9994943031701495,0.000505696829850466,0.11434527264707262
0.27970255376259484,1,0.6645765771827118,0.3354234228172882,0.2475576919073494
0.9708755349273512,0,0.9828702936917519,0.01712970630824806,0.11434527264707262
0.9991263346867623,0,0.9994861491811043,0.0005138508188956559,0.11434527264707262
0.7711685697144977,1,0.9536348823821692,0.0463651176178308,0.2475576919073494
0.4325868321859304,1,0.7544962643600572,0.24550373563994277,0.2475576919073494
