sample_index,label,quality_score
0,2,0.731280355415164
1,0,0.397788492537112
2,2,0.8539593374972925
3,2,0.25934528298286075
4,1,0.38377702277616516
5,0,0.780742006511007
6,0,0.005680721625147162
7,2,0.3117921988287184
8,1,0.26254850752843967
9,2,0.8795751755707879
10,2,0.2791323467875149
11,1,0.5939682418479514
12,2,0.5473055563478171
13,1,0.35543809465149395
14,0,0.5300841218427962
15,0,0.3838220370534771
16,1,0.6856593937979812
17,0,0.8987689209798525
18,2,0.07669077311625361
19,0,0.8858810255168118
20,1,0.2976193361489089
21,2,0.5220635479624769
22,1,0.42093443445190526
23,1,0.744837400360159
24,1,0.4419979796680569
25,1,0.8900588934710167
26,0,0.39256155445250374
27,0,0.7365507067222969
28,0,0.16880219379518543
29,2,0.2379168614507739
30,2,0.07916648437125244
31,2,0.14914939347636041
32,0,0.33328849479806116
33,1,0.8760967578868305
34,2,0.23976950903986485
35,2,0.1382910624063217
36,1,0.5583138325780403
37,0,0.035659000387982
38,1,0.4584238507083536
39,1,0.6842128274782752
40,0,0.28306290186796784
41,1,0.8328250521169509
42,1,0.09117526617798338
43,0,0.1810555834995109
44,0,0.556192850447118
45,0,0.4161543690578939
46,0,0.47618951814518556
47,1,0.40144885723236917
48,1,0.7559946052809717
49,2,0.6801918457304883
50,2,0.09407083150192394
51,0,0.9797087500299381
52,1,0.557708832825371
53,2,0.5851762159850888
54,1,0.30034235227367423
55,0,0.6243114231793654
56,2,0.07985575849529149
57,2,0.47868632398250915
58,2,0.2666253940477124
59,0,0.15034302326551252
60,2,0.6439663077156214
61,1,0.8045224377599857
62,0,0.42193415930433714
63,2,0.553920685082738
64,0,0.6807108951970601
65,0,0.7176161760296504
66,0,0.15714948718004051
67,1,0.23766794925329615
68,2,0.2780406847534222
69,0,0.6964049110004904
70,2,0.7177441126971991
71,0,0.6849676516820489
72,1,0.31085421450756967
73,0,0.7493903369457753
74,0,0.33278072579380225
75,1,0.7327923777341734
76,0,0.29715075493227716
77,2,0.27807683536346073
78,0,0.5995397065323969
79,2,0.29015646133104345
80,0,0.8626468239931647
81,2,0.30121168196733894
82,2,0.6384860413219631
83,1,0.4261305414958875
84,1,0.28158213723946784
85,0,0.9453278097761701
86,0,0.5739547811644381
87,1,0.11555407374436646
88,2,0.44122918507792236
89,2,0.3737150727306283
90,0,0.09904826932993295
91,2,0.6534979383298039
92,1,0.3934951915422597
93,1,0.16695403577387435
94,0,0.23969502589455458
95,1,0.4929816517972463
96,2,0.6450812443768956
97,1,0.155105409777722
98,2,0.13523943073156028
99,1,0.5843983703512958
100,0,0.47100470489716156
101,2,0.5002779927594433
102,0,0.30020876646367467
103,0,0.5042918436523781
104,2,0.6018493218457129
105,2,0.4499573123430253
106,2,0.6885512836792294
107,0,0.5563862245912472
108,1,0.5548944452903757
109,2,0.20918587545575248
110,2,0.36729018227678045
111,1,0.39890886185561863
112,1,0.23190812903188168
113,1,0.7224574167629746
114,1,0.2816770958562161
115,2,0.3947342307524376
116,1,0.555081168590477
117,0,0.5958961926845454
118,0,0.5558540233840872
119,2,0.6612374713032554
120,1,0.8761086712912065
121,0,0.8387841328198855
122,0,0.8269451533550004
123,2,0.5172591935366428
124,2,0.2885023900405285
125,2,0.17862543371591563
126,2,0.5320384937305966
127,2,0.14620626466976774
128,0,0.19061916273935633
129,2,0.46543579405610486
130,2,0.5447057724186245
131,1,0.23796638287516614
132,2,0.36096341955777306
133,1,0.5531346932658923
134,0,0.5759888372532024
135,1,0.32873109098047343
136,0,0.3114678028891253
137,0,0.26423036077701595
138,1,0.6552379698143793
139,2,0.9077401931626021
140,1,0.9825902362260026
141,2,0.8518265896741513
142,0,0.12008801752379529
143,1,0.4767778745997317
144,0,0.46955714167816237
145,0,0.23861738281740613
146,1,0.0756981247017909
147,0,0.7469130367955221
148,2,0.47267463923222336
149,1,0.5483825736103328
150,1,0.6634613500525712
151,2,0.4191842049916841
152,1,0.7216613516107235
153,1,0.7570890329157433
154,0,0.8319099532931352
155,2,0.49996407164474166
156,1,0.7718828498781849
157,1,0.9277849296558491
158,0,0.2112992695444173
159,0,0.33702789713118064
160,0,0.46481140075917593
161,0,0.9732654202220262
162,1,0.5835002216855838
163,2,0.5088040222327798
164,2,0.2669685464976924
165,1,0.5020951391260285
166,1,0.3213642730609272
167,1,0.6812260574517108
168,0,0.31492658772387255
169,1,0.6504843414799389
170,2,0.02560012222585973
171,0,0.1353950386688995
172,2,0.39331589994086397
173,2,0.7844498976340357
174,2,0.08296702773949649
175,1,0.4246577884932138
176,2,0.3849340431899271
177,1,0.3450088323142668
178,2,0.3393709614739103
179,1,0.10912691992634585
180,1,0.6425065347609996
181,1,0.4404445404937434
182,2,0.916289199033279
183,0,0.835357491628187
184,0,0.9337345907032375
185,1,0.9307002547335068
186,1,0.6720357734717964
187,0,0.10843415263937148
188,2,0.8607690768390456
189,1,0.11729051340127253
190,0,0.27083601407813146
191,0,0.24703412875050118
192,0,0.7905115076643178
193,2,0.17220346787397567
194,2,0.5151774243079824
195,1,0.09500782915639724
196,0,0.5297604390143053
197,2,0.7125524849152887
198,0,0.27769682977850846
199,1,0.3080871146271535
200,0,0.7229363213570206
201,0,0.17784210411546492
202,1,0.6820624468850536
203,2,0.16948108853568258
204,1,0.37127398541769335
205,1,0.4500788361780699
206,1,0.025519577057188783
207,1,0.5685064011723088
208,1,0.1531544871979092
209,2,0.0936269328900112
210,1,0.4275063220788808
211,1,0.20554866024652696
212,2,0.8576130941250634
213,0,0.13619944911280077
214,2,0.7580719069205846
215,0,0.803007871407164
216,1,0.6820816876782311
217,2,0.8024096867310526
218,2,0.7230341483510488
219,0,0.588935391788811
220,2,0.4084678127433792
221,1,0.021801721464916792
222,0,0.17509900142798693
223,1,0.4555448631657438
224,0,0.13460552281810012
225,2,0.5318812120060392
226,2,0.4834145277071067
227,2,0.7116921844235112
228,2,0.37899972380413105
229,0,0.43209845269762936
230,0,0.2762271353919002
231,0,0.2848607635718253
232,0,0.34588422066930996
233,1,0.26476376548056335
234,0,0.6864500364263341
235,1,0.49444259426161963
236,2,0.11911485692391943
237,1,0.04518495539632336
238,2,0.5596881440377698
239,2,0.45396461013292744
240,0,0.6050114359037237
241,1,0.9690338567793456
242,2,0.7592882622723193
243,0,0.5226592344031208
244,1,0.01599486278414998
245,0,0.8110112629050865
246,0,0.7749544424058311
247,0,0.8439506910400771
248,2,0.8575801367703741
249,0,0.5570257807931682
250,2,0.6989577485548678
251,2,0.26659113955032143
252,0,0.6367977506045732
253,0,0.7435025974182736
254,2,0.35003941472054584
255,1,0.8796973922433611
256,2,0.038433301874749734
257,2,0.6283961510716133
258,1,0.5721265083061573
259,2,0.2930804654392236
260,2,0.6379169713244467
261,2,0.4034905120460065
262,2,0.10876027467303419
263,1,0.7655311894909148
264,1,0.8564739218965127
265,0,0.6802878644699429
266,2,0.501996037536205
267,0,0.7139806976236354
268,0,0.5436997470062273
269,1,0.5389108924033074
270,0,0.6488412388842232
271,0,0.1582992913983883
272,0,0.4244241213567113
273,0,0.24659579150286037
274,1,0.8349756688380583
275,1,0.8544096726508128
276,1,0.008722257262493073
277,2,0.4300418746199416
278,2,0.8865994093956909
279,2,0.5916900107675366
280,2,0.38494504965755644
281,1,0.8032453558574354
282,2,0.8321505749391861
283,2,0.5236267114068939
284,2,0.7026361590935831
285,0,0.24667724870145025
286,0,0.19790079496498914
287,0,0.5082552189742939
288,2,0.7538845584633667
289,0,0.42666363835720084
290,2,0.09783822428364847
291,0,0.3761485169963747
292,1,0.5324428194731244
293,1,0.6801443157317324
294,0,0.08718406148596264
295,0,0.7480632292230823
296,1,0.05876306858893099
297,0,0.23022124620500858
298,0,0.8078543735712516
299,0,0.10456516386751702
